i0,i1,i2,i3,y
6.843236794442735,0.24399061229622537,6.5910883645033245,0.27270036495067895,1.5419788687060525
2.819210557594339,-2.051836986704479,2.6978980717147403,-1.9885552493447118,-6.204201618054322
4.541528181313821,-0.5790521563851707,4.435538048720707,-0.47581951434671177,-3.149047813138933
-2.31937154048375,-3.6922545263215203,-2.248017816845591,-3.4451882799834785,9.382575501354411
1.1300397142345036,3.9119590817994565,1.0528568864770966,4.196261586699247,4.423275336771848
1.3805947938119538,-6.744023522623428,1.3904521412489954,-6.605910015826714,-9.436325802954077
-2.486588801365783,1.6377331175461118,-2.7287841176654926,1.5598120479526236,-3.8883473164356603
-5.3000072111649965,-0.9363502120892477,-5.540929980667621,-0.7582923352275132,5.723681018125184
-0.9701550268082364,-4.3938662338020125,-1.0024720425583955,-4.087540407550811,4.4278178462945545
-9.18432364375755,1.0589883179450192,-8.78746642094278,0.7534436443428525,-12.831322169195385
7.629880545177524,-2.270340223828118,7.644039263508093,-2.4744649801128134,-15.729941945282167
0.25787550898586903,-0.44180567132877546,0.3437022528918787,-0.32676161484729616,-0.11555302155189902
7.094173524249754,-2.3977217066024195,7.151874480883837,-2.014605324722817,-19.611503288057833
-0.28359281769663675,-5.0045442990361195,-0.49189569892499346,-5.033114482623782,0.3627382719028538
-0.3485435431385746,-4.990499106017395,-0.5639032960157826,-5.281122198401229,0.500770266541815
-2.154780579284159,-7.822677673889784,-2.2433568011532916,-7.734998448383232,16.359946483304288
-0.7022829858512883,6.524929159799098,-0.8242316369262218,6.575259425410297,-3.7451566262032
1.0228994453689426,-8.38655614712359,1.0668849825550983,-8.05824431936911,-8.559987412801602
-3.797037341009678,-3.8441566416592696,-3.3501926285511447,-4.069055388202363,15.560693259419338
2.7716485079764444,-4.841285327427014,2.512216515788665,-5.04193249167106,-14.170256431835135
-4.572542036813441,-5.077009192433229,-4.537564464781677,-5.298294298287676,22.38832397551287
-3.628296088768763,-5.404664211099839,-3.656212956165304,-5.138355243473807,20.432523021915262
5.922425106121127,1.1814537273082466,5.802408209926196,1.2934154502910333,6.489218005047405
3.3045076455147244,3.176183391083943,3.3002674098820552,3.2945935175039534,10.118404984160566
-3.875655471660001,-3.13082917763158,-3.9135582591850415,-3.4179742212180355,10.891589223111826
-2.9701525543148413,5.026663584093832,-2.5885254551954175,4.799693921947327,-17.435785473848
0.10062822619832351,3.148356838706989,0.25792451065619565,3.183827336590869,-0.18755997956712733
-4.297007661050139,-3.29655355816992,-4.514343950670221,-3.3077909460382346,13.39812574170705
1.571238607827804,4.371550466182904,1.5487283829014105,4.5821588703044975,6.640978239664388
1.5817173603022305,2.2768053643479575,1.411488537628168,2.203402836899923,4.092447293575191
2.286398314908435,-7.220835351446465,2.4502712946114356,-7.221188123171512,-15.325541588360725
0.07554991728179988,6.219868729382759,-0.03204289261620924,6.1661730401002925,1.1374031565939404
0.3265108767970077,-1.5202122686581436,0.6087923596795624,-1.8610237945564816,0.14024538579357604
0.5366952966292188,7.178997802012529,0.2587023832691188,7.052273998692019,5.881428618774784
-1.4762738915909528,4.018112805138274,-1.4233833718164108,4.4638655617949325,-5.509878040703011
-1.3837269154180674,7.983901396718751,-1.8054063605823159,7.9810702957667905,-7.686003429135324
-5.556172695479722,-1.9482739130578777,-5.491453084062535,-1.6872735281667204,12.384309218187017
4.802722152363856,1.6599061970522029,4.500247184463412,2.0298984256498844,6.809091852079712
-1.2343901162844353,-4.080315355896448,-1.3227581284553178,-4.35431167689598,4.313700728842303
4.5525840782422495,-2.5642417928897867,4.741011354301634,-2.5892821447581156,-11.072036670358095
-4.246548527607548,-4.232790606103254,-4.255341023266133,-4.459513256148524,16.97275172934972
-7.128818649662481,0.24478635675482224,-7.333787828477932,0.48479016155329735,0.0652730957320018
-0.09382047230636936,9.24082469219034,-0.47193800672138714,9.413219585248608,2.7084990136496345
-0.045634962001877444,-6.638023083507451,-0.22484420993672555,-6.9120256278880055,-0.9482770789979823
-8.176996950898934,-1.2993133678274185,-8.191156041012858,-1.1442536930439595,11.876202343745751
-2.716463320647796,2.292920139521061,-2.619766259256011,2.3919882232241334,-6.190816872626858
4.8262661550861266,-3.1327646834127196,4.772388895190347,-3.253124433157965,-14.713937407332361
-9.278960591809948,0.0377842443254095,-9.366078378208341,-0.22655458683305946,-2.8231250453946295
7.649270341563899,2.4908402806193197,7.455041809609016,2.4033983287284553,20.18878634241306
4.6197083293390575,3.540811875743969,4.741858462952415,3.7222977521388616,15.064427132385724
-4.866166197547607,-4.603612136793507,-4.686685042299226,-4.569490038393403,23.388122919495274
1.6886334931061018,4.15750519840991,1.575958117383197,4.0482872170833435,7.66107395033428
5.565731228771409,2.467930226363894,5.4723738899131575,2.744553934904596,12.452447369774507
-0.2303250063730506,-6.6719027756089915,-0.11379867762366391,-6.980745783803234,2.2790124596012546
2.727771714192267,-1.9738748847759593,2.798437954991238,-1.6507136493667054,-6.149140426882876
0.27193152660465875,-4.299609061788864,0.26368040197858605,-4.492954812133995,-1.1536943810158262
-6.478409404758185,2.197352453120505,-6.589791859406678,2.206262083418543,-13.931889678699566
0.7927929630737883,-2.589105486207333,0.41182694238462925,-2.7642705759805617,-2.9668481210119535
-3.3920445602004192,-1.2482135317137986,-3.500701857747176,-1.2657648851381218,4.036926355562524
-8.0064004053946,1.0462129166196472,-8.096175578791884,1.064724214471213,-8.132604856155016
-5.760266013655696,-3.195933789546509,-5.934001528999881,-3.305987972971648,17.201119893168247
-1.2568487445832246,7.952449852821906,-1.3680042634616099,7.8848934237525174,-9.203485407126669
-6.891581808390802,2.0157806120361443,-6.963417575907724,2.0351550311521285,-13.612199677608576
3.187629648873752,-2.9674927715654915,3.085737906735344,-3.001506701726071,-9.656672876085095
5.4017796970969485,2.8879025633621924,5.313041434634541,2.8192252817271184,16.220966132542834
3.3066307372790953,2.5662810297662504,3.503453835803219,2.616359101771747,7.805194136101772
